name,administrative_unit,last_update,county,status_notes,location,date_started
Pine FireåÊ,CAL FIRE San Benito - Monterey UnitåÊ,"January 9, 2018 9:58 amåÊ",Monterey CountyåÊ,18 acres - 100% containedåÊ,"off of Hwy 198 and Pine Valley Road, southwest of King CityåÊ","May 16, 2017 4:10 pmåÊ"
Bravo FireåÊ,Kern County FireåÊ,"January 9, 2018 9:58 amåÊ",Kern CountyåÊ,288 acres - 100% containedåÊ,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake MingåÊ","May 15, 2017 2:05 pmåÊ"
Arrow FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 9, 2018 9:57 amåÊ",San Luis Obispo CountyåÊ,225 acres and 100% containedåÊ,off of Soda LakeåÊ,"May 15, 2017 1:58 pmåÊ"
Feed FireåÊ,Kern County FireåÊ,"January 9, 2018 9:57 amåÊ",Kern CountyåÊ,41 acres - 100% containedåÊ,"Sabastian Rd and Wheeler, southeast of Arvin åÊ","May 14, 2017 2:00 pmåÊ"
Canyon FireåÊ,CAL FIRE/Riverside County FireåÊ,"January 9, 2018 9:56 amåÊ",Riverside CountyåÊ,17 acres - 100% containedåÊ,"Highway 79, south of Dump Road, BeaumontåÊ","May 14, 2017 12:51 pmåÊ"
Nacimiento FireåÊ,CAL FIRE San Benito-Monterey UnitåÊ,"January 9, 2018 9:56 amåÊ",Monterey CountyåÊ,20 acres - 100% containedåÊ,"Off Nacimiento Lake Drive and Bee Rock Rd., near BradleyåÊ","May 14, 2017 12:00 pmåÊ"
Wright FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"January 9, 2018 9:56 amåÊ",Merced CountyåÊ,"1,800 acres - 100% containedåÊ","Hwy 152 and Arburura Road, southwest of Los BanosåÊ","May 12, 2017 3:30 pmåÊ"
Hub FireåÊ,Kern County FireåÊ,"January 9, 2018 9:55 amåÊ",Kern CountyåÊ,31 acres - 100% containedåÊ,"Red Hill Road and Schick Road, 2 miles east of Lake IsabellaåÊ","May 12, 2017 5:05 amåÊ"
Sonoma FireåÊ,CAL FIRE/Fresno County FireåÊ,"January 9, 2018 9:55 amåÊ",Fresno CountyåÊ,400 acres - 100% containedåÊ,"off Sonoma Ave & Cerini Ave, west of Helm åÊ","May 10, 2017 3:27 pmåÊ"
Shandon FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 9, 2018 9:55 amåÊ",San Luis Obispo CountyåÊ,12 acres - 100% containedåÊ,"Off Lucy Brown Rd, in ShandonåÊ","May 7, 2017 4:41 pmåÊ"
Olive FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 9, 2018 9:54 amåÊ",San Luis Obispo CountyåÊ,130 acres - 100% containedåÊ,"Off Highway 41, north of CholameåÊ","May 2, 2017 2:32 pmåÊ"
Fay FireåÊ,Kern County FireåÊ,"January 9, 2018 9:54 amåÊ",Kern CountyåÊ,19 acres - 100% containedåÊ,"Fay Ranch Rd, northeast of Lake IsabellaåÊ","May 1, 2017 12:44 pmåÊ"
Jameson FireåÊ,CAL FIRE/Riverside County FireåÊ,"January 9, 2018 9:54 amåÊ",Riverside CountyåÊ,12.5 acres - 100% containedåÊ,"Jameson Rd and Clay Canyon Dr., south of CoronaåÊ","April 30, 2017 7:43 pmåÊ"
Tower FireåÊ,USFS - San Bernardino National ForeståÊ,"January 9, 2018 9:53 amåÊ",San Bernardino CountyåÊ,150 acres - 100% contained ***This is NOT a CAL FIRE incident. Click the link above for information from the San Bernardino National Forest..åÊ,"Cleghorn Road, east of I-15, north of the community of DevoreåÊ","April 30, 2017 4:03 pmåÊ"
Opera FireåÊ,CAL FIRE/Riverside County FireåÊ,"January 9, 2018 9:53 amåÊ",Riverside CountyåÊ,"1,350 acres - 100% containedåÊ","off Opera Loop & East Palmyrita Avenue, in Highgrove åÊ","April 30, 2017 3:23 pmåÊ"
Tumey FireåÊ,CAL FIRE Fresno-Kings UnitåÊ,"January 9, 2018 9:52 amåÊ",Fresno CountyåÊ,126 acres - 100% contained.åÊ,"Panoche Rd, 5 miles west of I-5åÊ","April 29, 2017 5:15 pmåÊ"
El Dorado FireåÊ,Fresno County Fire åÊ,"January 9, 2018 9:52 amåÊ",Fresno CountyåÊ,976 acres - 100% contained  **This is NOT a CAL FIRE incident. Click the link above for more information.åÊ," El Dorado Ave & Kamm Ave, northeast of CoalingaåÊ","April 28, 2017 3:40 pmåÊ"
Soledad FireåÊ,CAL FIRE San Benito-Monterey Unit åÊ,"January 9, 2018 9:51 amåÊ",Monterey CountyåÊ,8 acres - 100% containedåÊ,"Highway 101 & Front Street, north of Soledad åÊ","April 24, 2017 12:06 pmåÊ"
Jayne Fire ,CAL FIRE Fresno Kings UnitåÊ,"January 9, 2018 9:51 amåÊ",Fresno CountyåÊ,åÊ,Off of Hwy 33 and Lost Hills south of CoalingaåÊ,"April 20, 2017 3:40 pmåÊ"
66 FireåÊ,CAL FIRE Riverside UnitåÊ,"January 9, 2018 9:50 amåÊ",Riverside CountyåÊ,15 acres - 100% containedåÊ,Avenue 66 and Hwy 111 near community of MeccaåÊ,"April 13, 2017 2:30 amåÊ"
Grace FireåÊ,CAL FIRE Shasta-Trintiy UnitåÊ,"January 9, 2018 9:41 amåÊ",Shasta CountyåÊ,45 acres - 100% containedåÊ,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of ShingletownåÊ","April 3, 2017 4:00 pmåÊ"
West FireåÊ,CAL FIRE Lassen-Modoc UnitåÊ,"January 9, 2018 9:40 amåÊ",Modoc CountyåÊ,380 acres - 100% containedåÊ,"Likely, 15 Miles south of AlturasåÊ","April 3, 2017 4:00 pmåÊ"
Oroville Spillway  ,Unified CommandåÊ,"January 9, 2018 9:24 amåÊ",Butte CountyåÊ,åÊ,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966åÊ","February 7, 2017 2:00 pmåÊ"
Taglio FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"January 9, 2018 10:05 amåÊ",Merced CountyåÊ,12 acres - 100% containedåÊ,"Interstate 5 near Taglio Road, GustineåÊ","December 31, 1969 4:00 pmåÊ"
Honey Flooding ,CAL FIRE Butte UnitåÊ,"January 4, 2019 8:42 amåÊ",Butte CountyåÊ,åÊ,"Lower Skyway and Lower Honey Run, Between Chico and Paradise åÊ","November 29, 2018 11:30 pmåÊ"
Bear Fire åÊ,CAL FIRE San Mateo-Santa Cruz UnitåÊ,"January 4, 2019 8:44 amåÊ",Santa Cruz CountyåÊ,10 acres - 100% contained åÊ,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa CruzåÊ","November 16, 2018 11:01 amåÊ"
Morgan FireåÊ,CAL FIRE Santa Clara UnitåÊ,"January 4, 2019 8:44 amåÊ",Contra Costa CountyåÊ,20 acres - 100% containedåÊ,"Off Morgan Territory Rd & Storybook Ln, east of San RamonåÊ","November 15, 2018 1:31 pmåÊ"
Briggs FireåÊ,Ventura County Fire DepartmentåÊ,"January 4, 2019 8:44 amåÊ",Ventura CountyåÊ,150 acres - 100% containedåÊ,"off Shell Road and Orr Road, Santa PaulaåÊ","November 15, 2018 1:39 amåÊ"
Niles FireåÊ,CAL FIRE Santa Clara UnitåÊ,"January 4, 2019 8:45 amåÊ",Alameda CountyåÊ,20 acres - 100% containedåÊ," off Palomares Road Niles Canyon Road, northwest of SunolåÊ","November 14, 2018 2:56 pmåÊ"
Sierra FireåÊ,Rialto Fire DepartmentåÊ,"January 4, 2019 8:45 amåÊ",San Bernardino CountyåÊ,147 acres - 100% contained ***This is not a CAL FIRE incident.åÊ,off Sierra Ave and Riverside AveåÊ,"November 13, 2018 8:19 amåÊ"
Green Hill FireåÊ,CAL FIRE Humboldt - Del Norte UnitåÊ,"January 4, 2019 8:46 amåÊ",Humboldt CountyåÊ,1 acre - 100% containedåÊ,off Highway 299 in the area of Green HillåÊ,"November 12, 2018 5:39 pmåÊ"
Peak FireåÊ,Ventura County Fire DepartmentåÊ,"January 4, 2019 8:46 amåÊ",Ventura CountyåÊ,186 acres - 100% containedåÊ,"off Highway 118 and Rocky Peak Road, east of Simi ValleyåÊ","November 12, 2018 10:06 amåÊ"
Woolsey Fire ,Ventura County Fire Dept. and Los Angeles County Fire Dept.åÊ,"January 4, 2019 8:42 amåÊ","Los Angeles County,Ventura CountyåÊ",åÊ,"E Street and Alfa Road Rd, South of Simi ValleyåÊ","November 8, 2018 2:24 pmåÊ"
Hill Fire ,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police DeptåÊ","January 4, 2019 8:43 amåÊ",Ventura CountyåÊ,åÊ,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa ValleyåÊ","November 8, 2018 2:03 pmåÊ"
Nurse FireåÊ,Suisun City Fire Protection DistrictåÊ,"January 4, 2019 8:47 amåÊ",Solano CountyåÊ,"1,500 acres - 100% contained ***This is not a CAL FIRE incident. åÊ","off Highway 12 and Nurse Blue Road, Suisun CityåÊ","November 8, 2018 1:28 pmåÊ"
Brushy FireåÊ,CAL FIRE Mendocino UnitåÊ,"January 4, 2019 8:49 amåÊ",Mendocino CountyåÊ,35 acres - 100% containedåÊ,"ear Dos Rios, off Highway 162, East of Highway 101 and West of CoveloåÊ","November 8, 2018 11:58 amåÊ"
Horn FireåÊ,CAL FIRE Lassen - Modoc UnitåÊ,"January 4, 2019 8:47 amåÊ",Lassen CountyåÊ,88 acres - 100% contained*** This is not a CAL FIRE incident.  Contact the Bureau of Land Management for more information on this incident.åÊ,"Horn Road and Mail Route Road, 9 miles southeast of Termo  åÊ","November 8, 2018 11:25 amåÊ"
Camp Fire ,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFSåÊ","January 4, 2019 8:41 amåÊ",Butte CountyåÊ,åÊ,Pulga Road at Camp Creek Road near Jarbo GapåÊ,"November 8, 2018 6:33 amåÊ"
Adams FireåÊ,CAL FIRE Tehama - Glenn UnitåÊ,"January 4, 2019 8:50 amåÊ",Tehama CountyåÊ,60 acres - 100% containedåÊ,"off Adams Road at Barr Lane, southwest of Cottonwood åÊ","November 5, 2018 10:17 amåÊ"
Rincon Fire ,CAL FIRE San Mateo - Santa Cruz UnitåÊ,"January 4, 2019 8:50 amåÊ",Santa Cruz CountyåÊ,åÊ,"off Highway 9 and Rincon Crossing, north of Santa Cruz  åÊ","November 3, 2018 9:28 pmåÊ"
June FireåÊ,CAL FIRE Butte Unit/Butte County Fire DepartmentåÊ,"January 4, 2019 8:50 amåÊ",Butte CountyåÊ,550 acres - 100% containedåÊ,"Four Junes Way and Palermo, south of Palermo åÊ","October 30, 2018 2:46 pmåÊ"
Market FireåÊ,CAL FIRE Tulare UnitåÊ,"January 4, 2019 8:51 amåÊ",Tulare CountyåÊ,120 acres - 100% containedåÊ,"Road 208 and Avenue 380, 5 miles north of WoodlakeåÊ","October 24, 2018 12:18 pmåÊ"
Camino FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 4, 2019 8:52 amåÊ",San Luis Obispo CountyåÊ,58 acres - 100% containedåÊ,Off Lopez Drive east of Arroyo GrandeåÊ,"October 19, 2018 2:10 pmåÊ"
Powellton FireåÊ,CAL FIRE Butte UnitåÊ,"January 4, 2019 8:52 amåÊ",Butte CountyåÊ,10 acres - 100% containedåÊ,"Upper Powellton Rd and Skyway, north of Stirling CityåÊ","October 15, 2018 11:57 amåÊ"
Masonic FireåÊ,Redding City FireåÊ,"January 4, 2019 8:53 amåÊ",Shasta CountyåÊ,38 acres - 100% contained. *** This is not a CAL FIRE incident. Please contact Redding City Fire for the latest information.åÊ,"Lake Blvd & Masonic Ave, ReddingåÊ","October 14, 2018 11:33 amåÊ"
Tower FireåÊ,CAL FIRE Shasta - Trinity UnitåÊ,"January 4, 2019 8:54 amåÊ",Shasta CountyåÊ,12 acres - 100% containedåÊ,"Cloverdale & Clear Creek, Near the community of IgoåÊ","October 14, 2018 6:45 amåÊ"
Priest FireåÊ,CAL FIRE San Benito - Monterey UnitåÊ,"January 4, 2019 8:54 amåÊ",Monterey CountyåÊ,167 acres - 100% containedåÊ," Hwy 198 & Priest Valley Rd, east of San LucasåÊ","October 13, 2018 2:43 pmåÊ"
Winters FireåÊ,Solano County Fire Protection DistrictåÊ,"January 4, 2019 8:55 amåÊ",Solano CountyåÊ,160 acres - 100% contained. ***This is not a CAL FIRE incident. Please contact the Solano County Fire Protection District for more information.åÊ,"Winters Rd & Allendale Rd, south of WintersåÊ","October 12, 2018 11:21 amåÊ"
Iron Gate FireåÊ,CAL FIRE Siskiyou UnitåÊ,"January 4, 2019 8:55 amåÊ",Siskiyou CountyåÊ,15 acres - 100% containedåÊ,1 mile northwest of Iron Gate DamåÊ,"October 10, 2018 9:50 pmåÊ"
Branscombe FireåÊ,Suisun Fire Protection DistrictåÊ,"January 4, 2019 8:57 amåÊ",Solano CountyåÊ,"4,500 acres - 100% contained *** This is not a CAL FIRE incident.  For the most up-to-date information contact Suisun Fire Protection District.åÊ","Branscombe Road south of Hwy 12, Suisun CityåÊ","October 7, 2018 1:00 pmåÊ"
Park FireåÊ,CAL FIRE Santa Clara Unit/San Jose City Fire & South Santa Clara County FPDåÊ,"January 4, 2019 8:57 amåÊ",Santa Clara CountyåÊ,63 acres - 100% contained*** This is not a CAL FIRE incident.  For the most up to date information contact San Jose City Fire.åÊ,"Monterey Road and Coyote Creek Golf Drive, north of Morgan HillåÊ","October 7, 2018 12:57 pmåÊ"
Sun Fire ,CAL FIRE Tehama-Glenn UnitåÊ,"January 4, 2019 8:57 amåÊ",Tehama CountyåÊ,åÊ,"Hwy 36 and Sunriver Road, east of Red BluffåÊ","October 7, 2018 12:51 pmåÊ"
Eagle FireåÊ,Sierra National ForeståÊ,"January 4, 2019 9:47 amåÊ",Fresno CountyåÊ,32 acres *** This is not a CAL FIRE incident. Click the link above for more information from the Sierra National ForeståÊ," Bobs Flat Trail, 3 miles north of TrimmeråÊ","October 2, 2018 3:45 pmåÊ"
Nacimiento FireåÊ,Fort Hunter Liggett Military ReservationåÊ,"January 4, 2019 8:57 amåÊ",Monterey CountyåÊ,150 acres - 100% contained *** This was not a CAL FIRE incident. Click the link above for more information from the Fort Hunter Liggett Military Reservation.åÊ,"Nacimiento Fergusson Rd, west of JolonåÊ","October 2, 2018 12:32 pmåÊ"
Shandon FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 4, 2019 8:58 amåÊ",San Luis Obispo CountyåÊ,80 acres - 100% contained.åÊ,"Gillis Canyon Road and San Juan Road, east of Paso RoblesåÊ","September 29, 2018 9:30 amåÊ"
Silver Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"January 4, 2019 8:58 amåÊ",Shasta CountyåÊ,åÊ,"Oak Run Rd and Little Ridge Rd, Palo CedroåÊ","September 28, 2018 2:44 pmåÊ"
Wilson FireåÊ,Lassen National ForeståÊ,"January 4, 2019 8:59 amåÊ",Tehama CountyåÊ,261 acres - 100% contained*** This is not a CAL FIRE incident. Click the link for more information.åÊ,"Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester  åÊ","September 28, 2018 1:08 pmåÊ"
Keenbrook Fire ,San Bernardino National ForeståÊ,"January 4, 2019 9:00 amåÊ",San Bernardino CountyåÊ,åÊ,"Cajon Blvd and Kenwood Ave, DevoreåÊ","September 26, 2018 10:56 amåÊ"
Nimshew Fire ,CAL FIRE Butte UnitåÊ,"January 4, 2019 9:01 amåÊ",Butte CountyåÊ,åÊ,"Nimshew Rd & Centerville Rd, MagaliaåÊ","September 24, 2018 12:41 amåÊ"
Quimby FireåÊ,CAL FIRE Santa Clara UnitåÊ,"January 4, 2019 9:02 amåÊ",Santa Clara CountyåÊ,30 acres - 100% containedåÊ,"Quimby Rd & Borden Dr, East San Jose åÊ","September 23, 2018 4:23 pmåÊ"
Oak Fire ,CAL FIRE Madera Mariposa Merced UnitåÊ,"January 4, 2019 9:03 amåÊ",Madera CountyåÊ,åÊ,"Lonesome Oak Ln and Bissett Station Rd, AhwahneeåÊ","September 22, 2018 3:44 pmåÊ"
Copper FireåÊ,CAL FIRE Lassen-Modoc UnitåÊ,"January 4, 2019 9:03 amåÊ",Lassen CountyåÊ,53 acres - 100% containedåÊ,"McKenzie Meadows and Hwy 36, 15 miles west of SusanvilleåÊ","September 22, 2018 2:41 pmåÊ"
Charlie FireåÊ,US Forest Service - Angeles National ForeståÊ,"January 4, 2019 9:03 amåÊ",Los Angeles CountyåÊ,"3,380 acres - 100% contained. ***This is not a CAL FIRE incident. Please click the link for more information.åÊ","Charlie Canyon Rd  and Tapia Canyon Rd, CastaicåÊ","September 22, 2018 2:30 pmåÊ"
Meyers Fire ,"CAL FIRE Amador, El Dorado UnitåÊ","January 4, 2019 9:03 amåÊ",El Dorado CountyåÊ,åÊ,Meyers Rd in CaminoåÊ,"September 20, 2018 12:39 pmåÊ"
Reservoir FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"January 4, 2019 9:04 amåÊ",San Luis Obispo CountyåÊ,51 acres - 100% contained. åÊ,"off Reservoir Canyon Road and Highway 101, east of San Luis ObispoåÊ","September 16, 2018 8:34 amåÊ"
Soboba FireåÊ,Soboba Fire DepartmentåÊ,"January 4, 2019 9:04 amåÊ",Riverside CountyåÊ,25 acres - 100% contained *** This is not a CAL FIRE incident. åÊ,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba åÊ","September 14, 2018 7:32 pmåÊ"
Metz FireåÊ,CAL FIRE San Benito-Monterey UnitåÊ,"January 4, 2019 9:04 amåÊ",Monterey CountyåÊ,400 acres - 100% containedåÊ,"Metz Road and Topo Road, east of GreenfieldåÊ","September 13, 2018 3:37 pmåÊ"
Water FireåÊ,Kern County FireåÊ,"January 4, 2019 9:06 amåÊ",Kern CountyåÊ,200 acres - 100% containedåÊ,"outhbound I-5, south of Grapevine Rd.åÊ","September 12, 2018 11:25 amåÊ"
Irving Fire ,Marin County FireåÊ,"January 4, 2019 9:05 amåÊ",Marin CountyåÊ,åÊ,"Samuel P Taylor State Park, northwest of the Community of LagunitasåÊ","September 10, 2018 7:00 pmåÊ"
Fork FireåÊ,Angeles National ForeståÊ,"January 4, 2019 9:05 amåÊ",Los Angeles CountyåÊ,166 acres - 100% contained *** This is not a CAL FIRE incident. Click the link above for more information from the Angeles National Forest.åÊ,"East Fork Rd & San Gabriel Canyon Rd, AzusaåÊ","September 9, 2018 12:10 pmåÊ"
Snell Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"January 4, 2019 9:06 amåÊ",Napa CountyåÊ,åÊ,"off Butts Canyon Rd and Snell Valley Rd, southeast of MiddletownåÊ","September 8, 2018 2:29 pmåÊ"
Tulloch FireåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"January 4, 2019 9:06 amåÊ",Tuolumne CountyåÊ,573 acres - 100% containedåÊ,"Hwy 108 and Tulloch Road, east of OakdaleåÊ","September 8, 2018 1:34 pmåÊ"
Delta FireåÊ,USFS Shasta-Trinity National ForeståÊ,"January 4, 2019 9:07 amåÊ","Shasta County,Trinity CountyåÊ","63,311 acres - 100% contained***CAL FIRE is no longer in Unified Command on this incident. Click the link for more information from the USFS Shasta-Trinity National Forest.åÊ","I-5 and Lamoine, 2 miles NW of Lakehead åÊ","September 5, 2018 12:51 pmåÊ"
Kerlin FireåÊ,Shasta-Trinity National ForeståÊ,"January 4, 2019 9:08 amåÊ",Trinity CountyåÊ,"1,751 acres - 100% contained*** This is not a CAL FIRE incident. Click the link above for more information from the Shasta-Trinity National Forest.åÊ","Kerlin Creek, west of HyampomåÊ","September 4, 2018 3:20 pmåÊ"
Sliger Fire ,CAL FIRE Amador-El Dorado UnitåÊ,"January 4, 2019 9:09 amåÊ",El Dorado CountyåÊ,åÊ,"Sliger Mine Rd and Hida Way, northwest of GeorgetownåÊ","September 4, 2018 3:03 pmåÊ"
Ranchera FireåÊ,Shasta Lake Fire Protection DistrictåÊ,"January 4, 2019 9:08 amåÊ",Shasta CountyåÊ,13 acres - 100% contained *** This is not a CAL FIRE incident. Click the link for more information.åÊ,"Ranchera Road and Hill Boulevard, Shasta Lake CityåÊ","September 4, 2018 2:43 pmåÊ"
Boot FireåÊ,Humboldt-Toiyabe National ForeståÊ,"January 4, 2019 9:09 amåÊ",Mono CountyåÊ,"6,974 acres - 100% contained*** This is not a CAL FIRE incident. Click the link above for more information from the Humboldt-Toiyabe National ForeståÊ","Hwy 395 & Hwy 108, Sonora JunctionåÊ","September 4, 2018 2:26 pmåÊ"
North Fire ,Tahoe National ForeståÊ,"January 4, 2019 9:10 amåÊ",Placer CountyåÊ,åÊ,"North Fork Campground, south of Emigrant GapåÊ","September 3, 2018 4:38 pmåÊ"
Kelsey Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"January 4, 2019 9:11 amåÊ",Lake CountyåÊ,åÊ,"Kelsey Creek Rd & Conklin Ln, KelseyvilleåÊ","September 3, 2018 1:58 pmåÊ"
Essex FireåÊ,Modoc National ForeståÊ,"January 4, 2019 9:11 amåÊ",Modoc CountyåÊ,15 acres - 100% contained *** This is not a CAL FIRE incident. Click the link above for more information from the Modoc National Forest.åÊ,"East of Essex Reservoir, northeast of Canby.åÊ","September 2, 2018 2:53 pmåÊ"
Ridge FireåÊ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"January 4, 2019 9:11 amåÊ",Lake CountyåÊ,36 acres - 100% containedåÊ,"Highland Springs Rd & Old Toll Rd, KelseyvilleåÊ","September 2, 2018 2:02 pmåÊ"
Ogilvy FireåÊ,Los Padres National ForeståÊ,"January 4, 2019 9:12 amåÊ",Santa Barbara CountyåÊ,172 acres - 100% contained *** This is not a CAL FIRE incident. Please click the link for more information.åÊ,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar ReservoiråÊ","September 1, 2018 2:22 pmåÊ"
SterlingåÊ,San Bernardino National Forest/San Bernardino County FireåÊ,"January 4, 2019 9:12 amåÊ",San Bernardino CountyåÊ,125 acres - 100% contained. *** This is not a CAL FIRE incident. Click the link for more information.åÊ,"Sterling Ave and Foothill Dr, City of San BernardinoåÊ","August 31, 2018 5:58 pmåÊ"
Grade FireåÊ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"January 4, 2019 9:12 amåÊ",Lake CountyåÊ,60 acres - 100% containedåÊ,"off Knoxville Road and Knoxville Devilhead Road, KnoxvilleåÊ","August 30, 2018 3:44 pmåÊ"
Redinger FireåÊ,USFS Sierra National Forest åÊ,"January 4, 2019 9:13 amåÊ",Madera CountyåÊ,88 acres - 100% contained *** This is not a CAL FIRE incident. Click the link for more information.åÊ,"Mammoth Road, 29 miles north of ClovisåÊ","August 27, 2018 11:19 pmåÊ"
Winchester FireåÊ,CAL FIRE / Riverside County FireåÊ,"January 4, 2019 9:13 amåÊ",Riverside CountyåÊ,36 acres - 100% containedåÊ,"Hidden Falls Road, WinchesteråÊ","August 27, 2018 10:49 amåÊ"
Cache FireåÊ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"January 4, 2019 9:14 amåÊ",Lake CountyåÊ,103 acres - 100% containedåÊ,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          åÊ","August 26, 2018 6:04 pmåÊ"
Castro FireåÊ,CAL FIRE Santa Clara UnitåÊ,"January 4, 2019 9:14 amåÊ",Alameda CountyåÊ,48 acres - 100% containedåÊ,"I 580 and Paloverde Rd., Castro ValleyåÊ","August 26, 2018 2:23 pmåÊ"
Country FireåÊ,CAL FIRE / Riverside County FireåÊ,"January 4, 2019 9:15 amåÊ",Riverside CountyåÊ,32 acres - 100% containedåÊ,off High Country Drive in Moreno ValleyåÊ,"August 25, 2018 11:58 amåÊ"
Eastman FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"January 4, 2019 9:15 amåÊ",Madera CountyåÊ,289 acres - 100% containedåÊ,"Road 29 & Road 607, southwest of Eastman LakeåÊ","August 23, 2018 3:40 pmåÊ"
Land FireåÊ,CAL FIRE / Riverside County FireåÊ,"January 4, 2019 9:15 amåÊ",Riverside CountyåÊ,23 acres - 100% containedåÊ,"Hwy 60 and Jack Rabbit Trail, BeaumontåÊ","August 22, 2018 1:45 pmåÊ"
